n,kurtosis,loss
0,-9.27809677032144,0.31038274773413277
1,-4.633802132030071,0.1579982467983418
2,0.7245793066348312,0.06694067705792013
3,17.866650220925237,0.036353112164143976
4,14.352293191883424,0.019537500048835133
5,20.12722381597718,0.008160013844973156
6,16.903172447659077,0.0019453293715045756
7,-2.795800500905175,0.0006325633105335758
