,importance,feature,i,cumulative
6,0.21253981759731375,7,1,0.21253981759731375
4,0.14239333778972477,5,2,0.3549331553870385
3,0.14086289413175695,4,3,0.49579604951879547
5,0.13834577948943982,6,4,0.6341418290082352
2,0.11632364538681433,3,5,0.7504654743950496
1,0.10270510338963627,2,6,0.8531705777846859
0,0.09274556212697706,1,7,0.9459161399116629
8,0.026770032644420814,9,8,0.9726861725560837
9,0.01369704915175135,10,9,0.986383221707835
7,0.013616778292164839,8,10,0.9999999999999998
