k,sse,silhouette_score,log-likelihood,bic,aic,gmm_acc,km_acc,gmm_adjmi,km_adjmi,gmm_homo,km_homo
29,15.601358088560836,0.2821720683364032,12.48689317288009,-66526.30085315178,-71376.377488657,0.6397763787331835,0.6106966582819037,0.10665561047448978,0.08960788070490663,0.2840302057841534,0.26490327930129187
30,15.208566825594058,0.285182206471587,12.476119212910353,-66239.86604174558,-71257.39291867393,0.627510052160254,0.6163801385165083,0.10204179475030574,0.08967122518901006,0.2784225101732782,0.26741611747386235
31,14.797181828312413,0.2751930787277784,12.499065880408375,-66150.5620185159,-71335.53913686736,0.6391933511995069,0.6192493865553654,0.10595922930356451,0.088584902536981,0.2923689506828131,0.27093180846604437
32,14.55718134877888,0.2740919215723425,12.515767602739617,-66024.75004584124,-71377.1774056158,0.6391581846542703,0.6245348928093858,0.10231695716912198,0.09001369267679984,0.2844838265817353,0.27795404142991764
33,14.261042180397421,0.2752907828519935,12.511180471192587,-65774.48343339417,-71294.36103459186,0.6359142981809585,0.612044034370551,0.10183390760362195,0.08828223721143996,0.28821116543501696,0.27247908051875364
34,13.999972523314518,0.28073133661405547,12.511419791005334,-65552.43225559639,-71239.76009821719,0.6370021867522884,0.6219688790338879,0.10260763093909675,0.09003801721833041,0.2903543813685497,0.27792196923615237
35,13.72424170553644,0.28254470463412934,12.53601380840375,-65472.758639884414,-71327.53672392832,0.6418808564294209,0.6109197326692546,0.10279274095759439,0.0866451323243218,0.29572929583168955,0.2674464236833064
36,13.486501373679122,0.26933125528642027,12.545334059886281,-65303.794588628174,-71326.0229140952,0.6360059821044455,0.6177416459358759,0.10073914018495217,0.08690376179520859,0.2898717339988898,0.2761913549173857
37,13.33753706474721,0.26283763293126,12.54583793437824,-65083.289997485044,-71272.96856437519,0.6400744222639513,0.6149543944271221,0.09919891239433305,0.08566440729679642,0.28980293367205023,0.2763429473581343
38,13.159625625397105,0.27043979178866573,12.560659188262077,-64946.484806266846,-71303.6136145801,0.647633405113791,0.6352075301402303,0.10099700649361053,0.08981365909712298,0.29790974843576234,0.2871401206662321
39,12.888272677578213,0.2559878620749438,12.564159464713354,-64743.4971809779,-71268.07623071427,0.640600625467749,0.6343240085184348,0.0978401197010633,0.08903865440505716,0.29386213499675745,0.2904449211494502
40,12.703323377259615,0.2553828288890563,12.559627538365344,-64493.553298124316,-71185.5825892838,0.6459138144251925,0.6214399183211107,0.09975500011040407,0.08515005972372897,0.302063802633265,0.27757411025202533
41,12.556588016211037,0.264603847301135,12.56257011661182,-64287.3053691301,-71146.7849017127,0.6359141840671766,0.6444513141422553,0.09660504463004588,0.08974715782320897,0.2947481377858929,0.2962339358802693
42,12.27152186099386,0.26212292479345445,12.601341992818847,-64290.51551601326,-71317.44529001898,0.6445191786193992,0.6342053706308017,0.09779852873698221,0.08914564662210617,0.30127290394629685,0.29568855840438085
43,12.140167833680483,0.26376643379904596,12.634223757478722,-64259.29207079178,-71453.67208622061,0.6448998773623521,0.6305421326210437,0.09721679842713696,0.08858618364549052,0.30221045783812955,0.2940377065287661
44,12.104306375134488,0.256279646261828,12.638277706768433,-64059.54121691632,-71421.37147376826,0.6369269886590689,0.6346768743322267,0.09515832211552601,0.08855084885740255,0.29787359918084955,0.29921678444650623
45,11.724985329128204,0.25775155382712506,12.643674097133436,-63867.63827356701,-71396.91877184207,0.6361616831372577,0.6353953325354325,0.09287055289450312,0.08895205897854898,0.2967052963519564,0.301916486465809
46,11.661844693120258,0.2516913044389152,12.667287753339314,-63782.23346632345,-71478.96420602163,0.6361477533112533,0.6304392251015537,0.09378665852578834,0.08653773595987856,0.2984921818834226,0.2974648960416468
47,11.462934089707213,0.24711698471095783,12.683128569856784,-63651.38863826147,-71515.56961938276,0.6460739947850579,0.633370285975926,0.09511712260624353,0.0870358871457738,0.3033849729082308,0.29836344242528057
48,11.454898976528412,0.25860219035088194,12.692193502661961,-63480.931994017425,-71512.56321656183,0.6461045852231984,0.6271277724358563,0.09526392188240992,0.08479747118330729,0.3040854607163089,0.2890774962522903
49,11.331481739939477,0.24266749677121116,12.717310260394363,-63404.314318297926,-71603.39578226545,0.6459731947593347,0.6343259051183772,0.09469294066156433,0.08648298159062909,0.30288688156076093,0.30275474663622054
50,11.14968857607009,0.24580032182838618,12.700223399457924,-63080.97428784039,-71447.50599323103,0.6334461073615103,0.6350633083760715,0.09242194300874669,0.08468323553352172,0.2987273256313746,0.29443241167920264
