k,sse,silhouette_score,log-likelihood,bic,aic,gmm_acc,km_acc,gmm_adjmi,km_adjmi,gmm_homo,km_homo
20,47.51205437698202,0.43030579637566807,32.0843459562223,-177038.98401589383,-184927.08646007557,0.583166747434668,0.5635655235340246,0.10096735881093141,0.09149565219068652,0.2523723450892174,0.2440488901474724
21,44.75603219582621,0.41596529524206216,32.12119596582051,-176727.70503150762,-185010.5116161867,0.601061223502834,0.5669505485326708,0.10219122862857022,0.09011042246893404,0.25936918869667397,0.24520860245031734
22,43.13991354732275,0.4086482361191888,32.14312462030654,-176329.1958051356,-185006.70653031202,0.6050818680437628,0.566958330659243,0.10067204928722263,0.0890916677818203,0.2631985079643773,0.2453973856680305
23,40.70183596815025,0.4034062190913588,32.16348899697821,-175921.54181066086,-184993.75667633463,0.6114084061613988,0.5665400415365498,0.10458659821608116,0.08786700396582621,0.27401232951151766,0.24611323549244868
24,39.77449007804326,0.3873993569534477,32.182525510451846,-175506.12512793037,-184973.04413410148,0.6111052152323871,0.5686452573611731,0.1014629222077717,0.08539417705878687,0.2707517751265514,0.24423192010990832
25,37.94548808499067,0.38884462105259715,32.21576079854184,-175173.7144816071,-185035.33762827556,0.6101927014876348,0.569317491538138,0.09953506481526528,0.08517897224756828,0.2675029132396986,0.24492460791693743
26,37.16725937777571,0.3827684315629907,32.24198804240154,-174800.33480871358,-185056.66209587938,0.6085030078876168,0.5725791190933172,0.10057600856179656,0.08638047073248975,0.2688698162714086,0.2499172125100037
27,35.64179855003988,0.38004795748368636,32.27687751720083,-174477.5945378929,-185128.62596555604,0.605872116093757,0.571814454919849,0.09952405962148236,0.08456737873961911,0.2716822588699389,0.24802269235671295
28,34.49003537122101,0.3662143290174386,32.31137261454565,-174152.54873647337,-185198.28430463385,0.6150892624723727,0.567973426915879,0.09888600202440664,0.08164935175066332,0.2754162395212706,0.2466003971142537
29,33.58951285276305,0.3616345175470822,32.35353951006934,-173872.35226720752,-185312.79197586534,0.6191188302776912,0.5723726359831464,0.09701223360514567,0.08200112289423199,0.27087499569226836,0.2505236467534274
